Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
3,6/04/2019,2,1,DEL ? HYD ? COK,06:50,12:10,5h 20m,0,8,0.7349210822998873
4,9/03/2019,2,1,DEL ? BOM ? COK,02:15,19:45,17h 30m,0,8,-0.6729143179255919
0,15/06/2019,2,1,DEL ? BLR ? COK,07:55,22:25,14h 30m,0,8,-0.576381059751973
4,18/05/2019,3,0,CCU ? BOM ? BLR,05:45,12:00,6h 15m,0,5,-0.475901916572717
4,27/03/2019,2,1,DEL ? IXC ? BOM ? COK,06:20,04:25 28 Mar,22h 5m,1,8,-0.5028184892897407
3,15/05/2019,4,3,BOM ? HYD,21:20,22:50,1h 30m,4,8,0.3483652762119504
4,12/06/2019,0,2,BLR ? DEL,19:50,22:50,3h,4,5,0.8937429537767756
10,18/04/2019,2,1,DEL ? COK,14:40,17:50,3h 10m,4,8,0.8735907553551296
3,3/06/2019,2,1,DEL ? BLR ? COK,02:00,07:45,5h 45m,0,8,-0.07609921082299888
6,1/06/2019,2,1,DEL ? BOM ? COK,10:00,19:15,9h 15m,0,8,0.4361612175873732
8,24/05/2019,3,0,CCU ? BLR,22:20,00:40 25 May,2h 20m,4,8,0.3637260428410372
3,9/04/2019,2,1,DEL ? BOM ? COK,10:35,01:30 10 Apr,14h 55m,0,8,-0.5952649379932357
1,12/04/2019,0,2,BLR ? DEL,21:05,23:55,2h 50m,4,8,-0.6340191657271702
6,6/03/2019,2,1,DEL ? BOM ? COK,09:10,19:15,10h 5m,0,8,-0.6241544532130778
4,01/03/2019,0,5,BLR ? BOM ? DEL,20:35,11:25 02 Mar,14h 50m,0,8,-0.31299323562570464
8,6/05/2019,3,0,CCU ? KNU ? BLR,11:35,18:50,7h 15m,0,8,0.5225479143179256
10,12/05/2019,3,0,CCU ? DEL ? BLR,07:10,09:05 13 May,25h 55m,0,8,0.7344983089064262
4,3/06/2019,2,1,DEL ? BOM ? COK,09:00,12:35 04 Jun,27h 35m,0,5,-0.1963077790304397
3,3/04/2019,2,1,DEL ? COK,05:35,08:50,3h 15m,4,8,-0.548196166854566
4,1/06/2019,2,1,DEL ? BOM ? COK,17:30,19:00 02 Jun,25h 30m,0,8,-0.294250281848929
3,15/05/2019,3,0,CCU ? BLR,17:15,19:50,2h 35m,4,8,-0.5842728297632469
3,3/06/2019,3,0,CCU ? BLR,20:25,23:10,2h 45m,4,8,-0.27198421645997745
1,1/04/2019,4,3,BOM ? HYD,21:05,22:25,1h 20m,4,8,0.5638387824126269
6,27/03/2019,2,1,DEL ? BOM ? COK,07:30,19:15,11h 45m,0,8,0.4122040586245772
6,27/06/2019,2,1,DEL ? BOM ? COK,10:00,19:00,9h,0,8,0.8048196166854565
7,21/03/2019,2,1,DEL ? BOM ? COK,06:00,18:50,12h 50m,0,8,-0.1648816234498309
3,9/04/2019,0,2,BLR ? DEL,18:25,21:20,2h 55m,4,8,0.46434611048478014
6,9/05/2019,2,1,DEL ? BOM ? COK,13:00,19:15,6h 15m,0,8,0.3483652762119504
4,9/05/2019,2,1,DEL ? AMD ? BOM ? COK,13:25,12:35 10 May,23h 10m,1,8,-0.3438556933483653
3,18/05/2019,2,1,DEL ? BOM ? COK,06:40,21:00,14h 20m,0,8,0.08864148816234499
6,21/05/2019,2,1,DEL ? BOM ? COK,09:00,19:15,10h 15m,0,8,0.7182919954904171
1,03/03/2019,0,5,BLR ? BOM ? NAG ? DEL,06:45,10:35 07 Mar,27h 50m,1,8,-0.8659808342728298
4,21/05/2019,0,2,BLR ? DEL,18:55,22:00,3h 5m,4,5,-0.3855693348365276
1,9/03/2019,3,0,CCU ? BLR,14:15,16:45,2h 30m,4,8,1.0700394588500564
1,27/03/2019,2,1,DEL ? AMD ? BOM ? COK,16:40,19:15 28 Mar,26h 35m,1,8,-0.46758737316798193
3,6/03/2019,2,1,DEL ? BOM ? COK,09:10,21:00,11h 50m,0,8,-0.33441375422773395
2,27/03/2019,2,1,DEL ? AMD ? COK,06:00,13:20,7h 20m,0,8,-0.500140924464487
3,6/03/2019,4,3,BOM ? HYD,21:20,22:45,1h 25m,4,8,0.01507891770011274
3,1/06/2019,0,2,BLR ? DEL,20:00,22:50,2h 50m,4,8,0.011273957158962795
10,3/05/2019,1,4,MAA ? CCU,07:05,09:20,2h 15m,4,8,0.923337091319053
4,27/04/2019,0,2,BLR ? DEL,15:15,18:10,2h 55m,4,8,0.2915727170236753
4,15/04/2019,0,2,BLR ? DEL,07:10,10:10,3h,4,8,-0.125
1,21/04/2019,2,1,DEL ? BLR ? COK,06:10,23:00,16h 50m,0,8,-0.2669109357384442
1,21/03/2019,2,1,DEL ? CCU ? BOM ? COK,06:50,07:40 22 Mar,24h 50m,1,8,0.9522266065388951
3,15/05/2019,2,1,DEL ? BOM ? COK,04:55,21:00,16h 5m,0,8,-0.6430383314543405
3,15/05/2019,1,4,MAA ? CCU,07:55,10:15,2h 20m,4,8,1.4386978579481398
4,12/06/2019,3,0,CCU ? BOM ? BLR,20:00,09:20 13 Jun,13h 20m,0,8,-0.443630214205186
4,18/05/2019,2,1,DEL ? BOM ? COK,20:55,04:25 19 May,7h 30m,0,5,-0.005918827508455468
1,18/05/2019,2,1,DEL ? UDR ? BOM ? COK,13:20,07:40 19 May,18h 20m,1,8,-0.1988444193912063
3,1/06/2019,0,2,BLR ? DEL,08:30,11:20,2h 50m,4,8,0.2663472378804961
1,9/06/2019,2,1,DEL ? TRV ? COK,05:15,06:50 10 Jun,25h 35m,0,8,-0.7917136414881624
3,3/06/2019,4,3,BOM ? HYD,20:05,21:40,1h 35m,4,8,0.7546505073280722
4,9/06/2019,3,0,CCU ? DEL ? BLR,17:00,14:25 10 Jun,21h 25m,0,8,-0.6304960541149943
1,01/03/2019,0,5,BLR ? BOM ? BHO ? DEL,08:50,23:25 02 Mar,38h 35m,1,8,0.3826099210822999
8,27/06/2019,0,2,BLR ? DEL,21:10,00:05 28 Jun,2h 55m,4,7,-0.7030721533258174
1,3/03/2019,2,1,DEL ? BOM ? COK,04:00,07:40 04 Mar,27h 40m,0,8,0.5897688838782412
4,21/05/2019,3,0,CCU ? BOM ? BLR,06:30,10:05 22 May,27h 35m,0,5,-0.01395152198421646
1,9/06/2019,3,0,CCU ? GAU ? BLR,09:50,21:05,11h 15m,0,8,0.19222096956031567
4,3/05/2019,4,3,BOM ? HYD,07:05,08:30,1h 25m,4,5,0.2663472378804961
6,9/06/2019,2,1,DEL ? BOM ? COK,09:00,21:00,12h,0,8,0.46392333709131905
4,15/03/2019,4,3,BOM ? HYD,19:35,21:05,1h 30m,4,8,-0.5328354002254791
4,9/06/2019,4,3,BOM ? HYD,19:35,21:05,1h 30m,4,8,0.7229425028184893
4,01/03/2019,0,5,BLR ? BOM ? DEL,08:55,00:45 02 Mar,15h 50m,0,8,0.0
1,6/03/2019,4,3,BOM ? BHO ? DEL ? HYD,06:00,19:25 07 Mar,37h 25m,1,8,-0.31722096956031565
4,1/06/2019,2,1,DEL ? ATQ ? BOM ? COK,20:00,04:25 02 Jun,8h 25m,1,5,-0.3888105975197294
10,15/05/2019,3,0,CCU ? DEL ? BLR,20:20,22:40 16 May,26h 20m,0,8,-0.43320180383314544
3,9/06/2019,2,1,DEL ? BOM ? COK,10:35,21:00,10h 25m,0,8,1.0417136414881623
1,1/05/2019,3,0,CCU ? DEL ? BLR,10:00,20:25,10h 25m,0,8,-0.29861894024802704
8,15/06/2019,1,4,MAA ? CCU,08:20,10:35,2h 15m,4,8,0.03015783540022548
6,12/06/2019,2,1,DEL ? BOM ? COK,10:20,19:15,8h 55m,0,8,0.5497463359639233
4,18/05/2019,2,1,DEL ? BOM ? COK,21:50,12:35 19 May,14h 45m,0,5,-0.8659808342728298
4,01/03/2019,0,5,BLR ? BOM ? DEL,14:05,21:20,7h 15m,0,8,-0.36682638105975196
3,3/03/2019,2,1,DEL ? BOM ? COK,08:25,21:00,12h 35m,0,8,-0.3038331454340473
4,12/04/2019,0,2,BLR ? DEL,17:45,20:45,3h,4,8,-0.2798759864712514
3,24/04/2019,3,0,CCU ? BLR,22:15,00:50 25 Apr,2h 35m,4,8,1.0901916572717023
3,03/03/2019,0,5,BLR ? DEL,20:00,22:55,2h 55m,4,8,-0.6340191657271702
6,1/06/2019,2,1,DEL ? BOM ? COK,11:30,21:00,9h 30m,0,8,-0.29622322435174747
6,18/05/2019,2,1,DEL ? HYD ? COK,14:55,22:30,7h 35m,0,8,-0.346815107102593
3,1/03/2019,1,4,MAA ? CCU,14:40,17:05,2h 25m,4,8,0.9448985343855694
6,3/03/2019,2,1,DEL ? BOM ? COK,18:15,01:35 04 Mar,7h 20m,0,8,3.3051014656144306
6,21/05/2019,2,1,DEL ? BOM ? COK,12:50,19:15,6h 25m,0,8,0.01507891770011274
4,18/05/2019,2,1,DEL ? BOM ? COK,02:15,04:25 19 May,26h 10m,0,5,0.14444757609921083
6,18/05/2019,2,1,DEL ? HYD ? COK,13:15,22:30,9h 15m,0,8,0.2663472378804961
4,18/05/2019,3,0,CCU ? DEL ? BLR,09:35,18:00,8h 25m,0,8,-0.5133878241262683
4,1/06/2019,2,1,DEL ? BOM ? COK,08:00,19:00,11h,0,8,0.8937429537767756
4,6/04/2019,0,2,BLR ? DEL,07:10,10:10,3h,4,8,-0.5028184892897407
4,27/03/2019,2,1,DEL ? BOM ? COK,09:00,04:25 28 Mar,19h 25m,0,8,-0.5028184892897407
4,15/03/2019,0,5,BLR ? BOM ? DEL,07:00,12:25,5h 25m,0,5,-0.890924464487035
3,1/05/2019,0,2,BLR ? DEL,22:10,01:00 02 May,2h 50m,4,8,-0.00014092446448703494
1,1/06/2019,0,2,BLR ? DEL,10:00,12:45,2h 45m,4,8,0.5383314543404735
4,12/03/2019,4,3,BOM ? JDH ? DEL ? HYD,08:15,16:35,8h 20m,1,8,0.8817643742953777
8,24/05/2019,1,4,MAA ? CCU,09:45,12:00,2h 15m,4,8,-0.500140924464487
6,27/06/2019,2,1,DEL ? BOM ? COK,13:00,21:00,8h,0,8,0.838641488162345
8,27/05/2019,0,2,BLR ? DEL,05:55,08:35,2h 40m,4,7,0.9522266065388951
8,6/05/2019,4,3,BOM ? HYD,05:45,07:15,1h 30m,4,7,-0.2274520856820744
6,27/03/2019,2,1,DEL ? BOM ? COK,06:40,19:15,12h 35m,0,8,0.9126268320180383
1,18/06/2019,4,3,BOM ? HYD,19:30,20:45,1h 15m,4,8,0.5617249154453213
4,01/03/2019,0,5,BLR ? BOM ? DEL,08:00,18:25,10h 25m,0,8,-0.6118940248027057
4,24/06/2019,0,2,BLR ? DEL,17:45,20:45,3h,4,8,-0.48083427282976327
1,24/03/2019,3,0,CCU ? DEL ? BLR,20:30,20:25 25 Mar,23h 55m,0,8,0.040022547914317926
3,27/05/2019,2,1,DEL ? BOM ? COK,04:55,21:00,16h 5m,0,8,0.9158680947012401
3,9/05/2019,2,1,DEL ? HYD ? COK,06:50,12:10,5h 20m,0,8,-0.5367812852311161
4,09/03/2019,0,5,BLR ? BOM ? DEL,08:55,09:30 13 Mar,24h 35m,0,5,-0.5056369785794814
8,9/06/2019,2,1,DEL ? BLR ? COK,17:55,22:50,4h 55m,0,8,-0.500140924464487
2,1/05/2019,2,1,DEL ? AMD ? COK,07:25,13:35,6h 10m,0,8,-0.6602311161217588
4,18/03/2019,4,3,BOM ? HYD,15:50,17:20,1h 30m,4,5,-0.16107666290868095
8,6/05/2019,1,4,MAA ? CCU,17:45,20:05,2h 20m,4,7,-0.16107666290868095
3,21/05/2019,3,0,CCU ? PNQ ? BLR,21:00,02:15 22 May,5h 15m,0,8,-0.16882750845546787
3,15/04/2019,2,1,DEL ? HYD ? COK,05:05,12:10,7h 5m,0,8,0.38035512965050733
6,27/06/2019,2,1,DEL ? BOM ? COK,13:00,01:30 28 Jun,12h 30m,0,8,-0.1963077790304397
3,3/03/2019,3,0,CCU ? BLR,17:15,20:00,2h 45m,4,8,-0.637260428410372
1,3/06/2019,2,1,DEL ? BOM ? COK,13:00,19:15,6h 15m,0,8,0.6583990980834273
1,21/05/2019,3,0,CCU ? BOM ? AMD ? BLR,09:25,05:25 22 May,20h,1,8,0.5638387824126269
4,9/03/2019,2,1,DEL ? COK,11:00,14:15,3h 15m,4,8,0.7650789177001127
10,12/03/2019,4,3,BOM ? DEL ? HYD,08:45,16:45,8h,0,8,-0.500140924464487
6,3/06/2019,2,1,DEL ? IXU ? BOM ? COK,17:50,01:30 04 Jun,7h 40m,1,8,-0.2515501691093574
3,6/06/2019,2,1,DEL ? BOM ? COK,07:30,21:00,13h 30m,0,8,-0.8659808342728298
4,9/03/2019,2,1,DEL ? BHO ? BOM ? COK,05:40,04:25 10 Mar,22h 45m,1,8,0.8144024802705749
3,18/05/2019,3,0,CCU ? BLR,11:30,14:05,2h 35m,4,8,2.4038895152198423
4,1/05/2019,3,0,CCU ? DEL ? BLR,20:25,19:10 02 May,22h 45m,0,5,-0.5711668545659526
6,9/05/2019,2,1,DEL ? BOM ? COK,08:45,19:00,10h 15m,0,8,0.8582299887260428
4,21/05/2019,2,1,DEL ? JAI ? BOM ? COK,05:30,19:00,13h 30m,1,5,0.03015783540022548
8,3/06/2019,3,0,CCU ? BLR,17:10,19:40,2h 30m,4,7,-0.10005636978579481
4,18/03/2019,0,5,BLR ? BOM ? DEL,08:00,13:15,5h 15m,0,8,-0.475901916572717
4,9/06/2019,2,1,DEL ? BOM ? COK,21:50,04:25 10 Jun,6h 35m,0,8,-0.1358511837655017
4,1/04/2019,3,0,CCU ? BOM ? BLR,06:30,22:35,16h 5m,0,5,-0.37965050732807215
4,18/05/2019,0,2,BLR ? DEL,07:10,10:10,3h,4,5,-0.37965050732807215
4,15/05/2019,3,0,CCU ? BOM ? BLR,06:30,16:20,9h 50m,0,8,2.6096392333709133
1,24/06/2019,2,1,DEL ? CCU ? BOM ? COK,20:15,19:15 25 Jun,23h,1,8,0.7795941375422774
1,1/06/2019,2,1,DEL ? COK,05:10,08:00,2h 50m,4,8,0.9788613303269448
3,1/06/2019,2,1,DEL ? HYD ? COK,06:50,12:10,5h 20m,0,8,0.011273957158962795
6,27/06/2019,2,1,DEL ? BOM ? COK,10:00,21:00,11h,0,8,-0.2900225479143179
4,12/05/2019,3,0,CCU ? BOM ? BLR,21:10,12:00 13 May,14h 50m,0,8,0.258032694475761
1,24/06/2019,2,1,DEL ? AMD ? BOM ? COK,19:45,19:15 25 Jun,23h 30m,1,8,-0.6729143179255919
1,3/03/2019,2,1,DEL ? HYD ? BOM ? COK,07:05,19:15 04 Mar,36h 10m,1,8,-0.014937993235625705
1,27/06/2019,2,1,DEL ? MAA ? COK,12:30,09:25 28 Jun,20h 55m,0,8,0.5638387824126269
3,15/03/2019,2,1,DEL ? COK,05:35,08:50,3h 15m,4,8,3.9265783540022547
4,12/06/2019,2,1,DEL ? COK,11:00,14:15,3h 15m,4,8,0.9158680947012401
4,9/06/2019,2,1,DEL ? JAI ? BOM ? COK,09:40,19:00,9h 20m,1,5,-0.16107666290868095
3,9/05/2019,2,1,DEL ? MAA ? COK,07:15,12:30,5h 15m,0,8,-0.5028184892897407
8,9/05/2019,4,3,BOM ? HYD,22:45,00:15 10 May,1h 30m,4,7,-0.15064825253664035
4,12/06/2019,3,0,CCU ? BOM ? BLR,21:10,04:40 13 Jun,7h 30m,0,8,0.7349210822998873
3,12/03/2019,3,0,CCU ? BLR,14:20,16:55,2h 35m,4,8,-0.08906426155580609
3,9/05/2019,2,1,DEL ? BOM ? COK,06:40,21:00,14h 20m,0,8,-0.15177564825253664
4,6/06/2019,2,1,DEL ? BOM ? COK,07:05,04:25 07 Jun,21h 20m,0,5,1.4859075535512964
10,24/03/2019,3,0,CCU ? DEL ? BLR,09:55,20:25,10h 30m,0,8,-0.014937993235625705
4,3/06/2019,2,1,DEL ? BOM ? COK,18:15,19:00 04 Jun,24h 45m,0,5,0.5638387824126269
4,15/06/2019,2,1,DEL ? COK,11:00,14:15,3h 15m,4,8,0.3968432919954904
4,24/03/2019,3,0,CCU ? BOM ? BLR,06:30,04:45 25 Mar,22h 15m,0,8,0.8144024802705749
10,6/05/2019,3,0,CCU ? DEL ? BLR,17:00,20:20 07 May,27h 20m,0,8,0.8937429537767756
4,15/06/2019,2,1,DEL ? BOM ? COK,13:00,19:00,6h,0,8,-0.16107666290868095
3,3/06/2019,0,2,BLR ? DEL,08:30,11:20,2h 50m,4,8,0.5453776775648252
0,27/05/2019,2,1,DEL ? BLR ? COK,07:55,15:45,7h 50m,0,8,0.10738444193912063
4,21/05/2019,2,1,DEL ? BOM ? COK,14:00,19:00,5h,0,8,-0.6241544532130778
4,1/06/2019,2,1,DEL ? COK,11:00,14:15,3h 15m,4,5,-0.1988444193912063
3,24/03/2019,0,5,BLR ? DEL,23:30,02:20 22 Mar,2h 50m,4,8,2.180242390078918
8,1/06/2019,0,2,BLR ? DEL,05:55,08:35,2h 40m,4,8,-0.6729143179255919
4,9/05/2019,3,0,CCU ? BOM ? BLR,14:05,12:00 10 May,21h 55m,0,5,-0.1358511837655017
6,15/05/2019,2,1,DEL ? BOM ? COK,10:20,19:00,8h 40m,0,8,-0.7208286358511837
8,1/05/2019,4,3,BOM ? HYD,13:15,14:45,1h 30m,4,8,-0.9029030439684329
6,15/06/2019,2,1,DEL ? BOM ? COK,10:00,01:30 16 Jun,15h 30m,0,8,0.10259301014656144
4,6/06/2019,3,0,CCU ? BOM ? BLR,20:00,04:40 07 Jun,8h 40m,0,5,-0.7429537767756482
4,06/03/2019,0,5,BLR ? BOM ? DEL,08:55,15:15,6h 20m,0,8,2.6096392333709133
4,18/05/2019,2,1,DEL ? BOM ? COK,22:50,04:25 19 May,5h 35m,0,8,-0.050169109357384445
4,1/05/2019,3,0,CCU ? DEL ? BLR,09:35,22:05,12h 30m,0,8,0.5356538895152199
3,27/05/2019,0,2,BLR ? DEL,10:10,13:00,2h 50m,4,8,0.0580608793686584
4,18/03/2019,0,5,BLR ? BOM ? DEL,21:25,09:00 16 Mar,11h 35m,0,8,-0.43320180383314544
3,21/06/2019,0,2,BLR ? DEL,18:15,21:20,3h 5m,4,8,0.3826099210822999
1,6/03/2019,2,1,DEL ? BLR ? COK,20:30,23:00 07 Mar,26h 30m,0,8,-0.41755918827508454
6,27/05/2019,2,1,DEL ? HYD ? COK,07:10,16:10,9h,0,8,-0.35653889515219844
10,03/03/2019,0,5,BLR ? DEL,09:50,12:35,2h 45m,4,8,-0.8658399098083427
4,9/05/2019,3,0,CCU ? BOM ? BLR,18:55,08:15 10 May,13h 20m,0,5,-0.6805242390078917
1,1/05/2019,3,0,CCU ? DEL ? COK ? BLR,17:30,13:45 02 May,20h 15m,1,8,-0.161217587373168
4,18/03/2019,0,5,BLR ? BOM ? DEL,07:00,15:15,8h 15m,0,8,-0.29382750845546785
4,21/06/2019,4,3,BOM ? HYD,07:05,08:30,1h 25m,4,5,0.7053269447576099
6,27/05/2019,2,1,DEL ? BOM ? COK,08:45,19:15,10h 30m,0,8,-0.19546223224351747
4,21/05/2019,3,0,CCU ? BOM ? BLR,14:05,10:05 22 May,20h,0,5,0.0
1,1/05/2019,3,0,CCU ? DEL ? AMD ? BLR,07:00,05:25 02 May,22h 25m,1,8,0.8899379932356257
4,15/06/2019,2,1,DEL ? BOM ? COK,10:00,19:00,9h,0,8,0.16798196166854565
1,24/05/2019,4,3,BOM ? HYD,13:55,15:25,1h 30m,4,8,0.5225479143179256
3,6/06/2019,2,1,DEL ? BLR ? COK,17:05,22:25,5h 20m,0,8,1.3955749718151071
4,6/06/2019,3,0,CCU ? BOM ? BLR,06:30,23:35,17h 5m,0,8,-0.3211668545659527
4,15/06/2019,2,1,DEL ? JAI ? BOM ? COK,05:30,19:00,13h 30m,1,5,0.9144588500563697
4,3/06/2019,2,1,DEL ? BOM ? COK,15:00,04:25 04 Jun,13h 25m,0,8,-0.5028184892897407
8,18/05/2019,1,4,MAA ? CCU,08:20,10:35,2h 15m,4,7,0.13275084554678693
0,6/06/2019,3,0,CCU ? DEL ? BLR,07:35,19:25,11h 50m,0,8,0.2003945885005637
8,24/03/2019,3,0,CCU ? BLR,09:00,11:30,2h 30m,4,7,0.6562852311161218
6,24/06/2019,2,1,DEL ? BOM ? COK,17:30,01:30 25 Jun,8h,0,8,-0.6385287485907554
7,21/03/2019,2,1,DEL ? BOM ? COK,07:30,18:50,11h 20m,0,8,0.5512965050732808
3,9/04/2019,2,1,DEL ? BOM ? COK,07:30,21:00,13h 30m,0,8,0.8937429537767756
6,12/06/2019,2,1,DEL ? GWL ? IDR ? BOM ? COK,11:35,01:30 13 Jun,13h 55m,2,8,-0.1843291995490417
1,21/05/2019,3,0,CCU ? BOM ? COK ? BLR,16:50,13:45 22 May,20h 55m,1,8,-0.44729425028184894
1,18/05/2019,2,1,DEL ? BOM ? COK,21:00,07:40 19 May,10h 40m,0,8,0.903184892897407
1,15/03/2019,0,5,BLR ? HYD ? VGA ? DEL,08:15,11:20 16 Mar,27h 5m,1,8,0.705890642615558
4,15/05/2019,0,2,BLR ? DEL,17:45,20:45,3h,4,5,-0.32102593010146563
4,24/06/2019,2,1,DEL ? IDR ? BOM ? COK,09:35,04:25 25 Jun,18h 50m,1,8,-0.43320180383314544
1,9/03/2019,2,1,DEL ? BOM ? COK,08:00,19:15,11h 15m,0,8,-0.1358511837655017
3,1/03/2019,3,0,CCU ? BLR,17:15,19:55,2h 40m,4,8,0.8478015783540023
4,27/05/2019,2,1,DEL ? BOM ? COK,22:50,19:00 28 May,20h 10m,0,8,0.15093010146561442
4,9/05/2019,2,1,DEL ? IDR ? BOM ? COK,21:25,12:35 10 May,15h 10m,1,5,0.47773393461104846
10,6/03/2019,4,3,BOM ? DEL ? HYD,07:30,09:25 07 Mar,25h 55m,0,8,-0.12570462232243518
3,01/03/2019,0,5,BLR ? BOM ? DEL,19:35,00:35 02 Mar,5h,0,8,-0.4179819616685457
4,27/06/2019,2,1,DEL ? NAG ? BOM ? COK,06:45,12:35 28 Jun,29h 50m,1,5,0.16798196166854565
4,24/03/2019,3,0,CCU ? BOM ? BLR,21:10,04:45 25 Mar,7h 35m,0,8,0.28128523111612175
1,18/04/2019,2,1,DEL ? COK,05:10,08:00,2h 50m,4,8,-0.3855693348365276
1,21/05/2019,3,0,CCU ? BOM ? COK ? BLR,09:25,13:45 22 May,28h 20m,1,8,-0.9029030439684329
4,01/03/2019,0,5,BLR ? BOM ? DEL,11:40,10:25 02 Mar,22h 45m,0,8,0.6154171364148816
4,06/03/2019,0,5,BLR ? BOM ? DEL,22:50,23:00 07 Mar,24h 10m,0,8,-0.5952649379932357
4,9/06/2019,3,0,CCU ? BOM ? BLR,16:30,23:35,7h 5m,0,5,-0.16643179255918827
1,3/06/2019,2,1,DEL ? BOM ? COK,19:00,07:40 04 Jun,12h 40m,0,8,0.2663472378804961
3,15/06/2019,1,4,MAA ? CCU,11:35,14:00,2h 25m,4,8,0.5552423900789177
3,15/03/2019,0,5,BLR ? DEL,01:30,04:15,2h 45m,4,8,0.2663472378804961
4,3/03/2019,2,1,DEL ? BOM ? COK,18:15,18:50 04 Mar,24h 35m,0,8,0.16798196166854565
4,9/04/2019,2,1,DEL ? LKO ? BOM ? COK,09:25,04:25 10 Apr,19h,1,8,0.7591600901916573
10,03/03/2019,0,5,BLR ? DEL,07:00,09:40,2h 40m,4,8,0.03354002254791432
4,15/06/2019,0,2,BLR ? DEL,19:50,22:50,3h,4,8,0.8937429537767756
1,24/05/2019,3,0,CCU ? DEL ? BLR,20:30,20:25 25 May,23h 55m,0,8,-0.500140924464487
1,12/03/2019,0,5,BLR ? CCU ? GAU ? DEL,11:05,22:10,11h 5m,1,8,-0.27071589627959414
4,1/04/2019,4,3,BOM ? HYD,10:20,11:50,1h 30m,4,5,1.0861048478015785
3,18/05/2019,0,2,BLR ? DEL,13:00,15:50,2h 50m,4,8,-0.1648816234498309
10,24/03/2019,0,5,BLR ? DEL,07:00,09:40,2h 40m,4,8,-0.4830890642615558
3,15/04/2019,2,1,DEL ? BLR ? COK,17:05,22:15,5h 10m,0,8,-0.6689684329199549
1,12/05/2019,3,0,CCU ? IXR ? DEL ? BLR,05:50,08:55 13 May,27h 5m,1,8,0.18193348365276213
6,24/06/2019,2,1,DEL ? BOM ? COK,07:00,21:00,14h,0,8,0.2003945885005637
4,12/04/2019,0,2,BLR ? DEL,15:15,18:10,2h 55m,4,8,-0.8363866967305524
3,27/06/2019,2,1,DEL ? BLR ? COK,15:10,20:00,4h 50m,0,8,0.7053269447576099
4,15/06/2019,2,1,DEL ? BDQ ? BOM ? COK,18:25,04:25 16 Jun,10h,1,8,0.03015783540022548
3,21/03/2019,2,1,DEL ? AMD ? COK,07:45,13:40,5h 55m,0,8,1.5294532130777903
1,21/05/2019,3,0,CCU ? BOM ? GOI ? BLR,16:50,05:35 22 May,12h 45m,1,8,1.012119503945885
10,01/03/2019,0,5,BLR ? AMD ? DEL,06:40,21:55,15h 15m,0,8,0.528325817361894
4,3/06/2019,2,1,DEL ? BOM ? COK,16:00,04:25 04 Jun,12h 25m,0,5,-0.6241544532130778
4,15/06/2019,2,1,DEL ? BOM ? COK,09:00,19:00,10h,0,5,0.7304114994363021
4,21/04/2019,0,2,BLR ? DEL,07:10,10:10,3h,4,8,-0.4766065388951522
0,27/06/2019,3,0,CCU ? BLR,22:50,01:20 28 Jun,2h 30m,4,8,0.06792559188275085
6,21/03/2019,2,1,DEL ? BOM ? COK,15:15,01:35 22 Mar,10h 20m,0,8,-0.06961668545659526
1,18/05/2019,3,0,CCU ? IXR ? DEL ? BLR,05:50,08:55 19 May,27h 5m,1,8,-0.048478015783540024
8,15/05/2019,4,3,BOM ? HYD,13:15,14:45,1h 30m,4,7,0.03015783540022548
3,27/05/2019,2,1,DEL ? BOM ? COK,09:15,01:30 28 May,16h 15m,0,8,0.9571589627959414
4,12/06/2019,2,1,DEL ? NAG ? BOM ? COK,14:35,04:25 13 Jun,13h 50m,1,8,0.5512965050732808
3,27/03/2019,3,0,CCU ? BLR,15:10,17:45,2h 35m,4,8,-0.475901916572717
4,27/03/2019,2,1,DEL ? IDR ? BOM ? COK,05:25,04:25 28 Mar,23h,1,5,0.23661217587373168
4,24/06/2019,0,2,BLR ? DEL,18:55,22:00,3h 5m,4,8,0.18193348365276213
4,1/05/2019,0,2,BLR ? DEL,17:45,20:45,3h,4,5,0.8528748590755355
4,12/05/2019,0,2,BLR ? DEL,17:45,20:45,3h,4,5,0.8937429537767756
0,15/04/2019,3,0,CCU ? BLR,19:55,22:25,2h 30m,4,8,-0.7429537767756482
1,1/03/2019,4,3,BOM ? HYD,13:55,15:25,1h 30m,4,8,-0.2647970687711387
4,18/05/2019,3,0,CCU ? BOM ? BLR,14:05,10:05 19 May,20h,0,5,0.8735907553551296
8,3/04/2019,0,2,BLR ? DEL,05:55,08:35,2h 40m,4,8,0.28128523111612175
3,15/03/2019,1,4,MAA ? CCU,07:55,10:15,2h 20m,4,8,0.8937429537767756
8,9/05/2019,0,2,BLR ? DEL,05:55,08:35,2h 40m,4,7,-0.6805242390078917
4,21/05/2019,3,0,CCU ? BOM ? BLR,14:05,22:35,8h 30m,0,5,-0.22012401352874858
3,27/04/2019,0,2,BLR ? DEL,06:05,08:50,2h 45m,4,8,-0.4468714768883878
4,06/03/2019,0,5,BLR ? BOM ? DEL,14:05,21:20,7h 15m,0,8,0.7053269447576099
3,12/03/2019,1,4,MAA ? CCU,22:05,00:30 13 Mar,2h 25m,4,8,0.8817643742953777
8,6/03/2019,3,0,CCU ? BLR,22:20,00:40 07 Mar,2h 20m,4,8,-0.3211668545659527
